32.0	3.0
32.0	6.0
32.0	12.0
32.0	24.0
32.0	48.0
32.0	96.0
16.0	3.0
16.0	6.0
16.0	12.0
16.0	24.0
16.0	48.0
16.0	96.0
8.0	3.0
8.0	6.0
8.0	12.0
8.0	24.0
8.0	48.0
8.0	96.0
4.0	3.0
4.0	6.0
4.0	12.0
4.0	24.0
4.0	48.0
4.0	96.0
2.0	3.0
2.0	6.0
2.0	12.0
2.0	24.0
2.0	48.0
2.0	96.0
1.0	3.0
1.0	6.0
1.0	12.0
1.0	24.0
1.0	48.0
1.0	96.0
32.0	0.0
16.0	0.0
8.0	0.0
4.0	0.0
2.0	0.0
1.0	0.0
0.0	3.0
0.0	6.0
0.0	12.0
0.0	24.0
0.0	48.0
0.0	96.0
0.0	0.0
